epoch,train_loss,train_data_loss,train_biology_loss,train_mae,train_mape,mean_alpha,mean_K,mean_beta_start,mean_beta_end,mean_t_switch
531,0.140361,0.139277,0.108379,0.851232,49.7806,16.0450,6.5889,1.2640,0.5354,0.5629
532,0.140356,0.139272,0.108378,0.851362,49.7783,16.0463,6.5891,1.2624,0.5357,0.5628
533,0.140360,0.139283,0.107743,0.851294,49.7781,16.0474,6.5895,1.2625,0.5362,0.5628
534,0.140360,0.139280,0.107984,0.851395,49.7806,16.0484,6.5898,1.2611,0.5361,0.5628
535,0.140363,0.139285,0.107752,0.851377,49.7887,16.0496,6.5883,1.2618,0.5347,0.5626
536,0.140363,0.139286,0.107714,0.851335,49.7773,16.0513,6.5888,1.2623,0.5353,0.5626
537,0.140360,0.139280,0.108026,0.851300,49.7873,16.0526,6.5891,1.2633,0.5354,0.5628
538,0.140361,0.139278,0.108360,0.851236,49.7768,16.0537,6.5901,1.2632,0.5352,0.5626
539,0.140358,0.139277,0.108046,0.851263,49.8002,16.0539,6.5896,1.2640,0.5361,0.5628
540,0.140356,0.139274,0.108171,0.851248,49.7648,16.0563,6.5888,1.2634,0.5355,0.5627
541,0.140358,0.139279,0.107921,0.851327,49.7997,16.0565,6.5888,1.2639,0.5357,0.5629
542,0.140363,0.139280,0.108292,0.851246,49.7699,16.0569,6.5886,1.2638,0.5348,0.5630
543,0.140364,0.139281,0.108309,0.851371,49.8005,16.0563,6.5891,1.2628,0.5350,0.5631
544,0.140356,0.139277,0.107862,0.851194,49.7729,16.0569,6.5894,1.2619,0.5358,0.5630
545,0.140357,0.139276,0.108089,0.851368,49.7907,16.0588,6.5895,1.2621,0.5364,0.5627
546,0.140352,0.139273,0.107902,0.851315,49.7791,16.0596,6.5882,1.2621,0.5360,0.5631
547,0.140362,0.139281,0.108047,0.851382,49.7684,16.0601,6.5883,1.2620,0.5359,0.5628
548,0.140357,0.139282,0.107493,0.851339,49.7785,16.0608,6.5889,1.2627,0.5361,0.5628
549,0.140351,0.139277,0.107458,0.851310,49.7792,16.0619,6.5890,1.2633,0.5362,0.5628
550,0.140353,0.139276,0.107650,0.851340,49.7824,16.0618,6.5892,1.2636,0.5362,0.5627
551,0.140344,0.139268,0.107578,0.851291,49.7806,16.0624,6.5894,1.2640,0.5364,0.5628
552,0.140349,0.139274,0.107451,0.851327,49.7789,16.0628,6.5898,1.2646,0.5362,0.5629
553,0.140343,0.139264,0.107808,0.851267,49.7704,16.0626,6.5895,1.2641,0.5358,0.5628
554,0.140348,0.139274,0.107409,0.851325,49.7853,16.0636,6.5893,1.2638,0.5362,0.5629
555,0.140355,0.139279,0.107564,0.851306,49.7821,16.0644,6.5894,1.2642,0.5360,0.5629
556,0.140347,0.139272,0.107554,0.851347,49.7817,16.0649,6.5895,1.2650,0.5363,0.5629
557,0.140342,0.139268,0.107374,0.851270,49.7788,16.0658,6.5899,1.2651,0.5367,0.5630
558,0.140348,0.139272,0.107600,0.851312,49.7780,16.0668,6.5903,1.2650,0.5367,0.5630
559,0.140339,0.139264,0.107424,0.851295,49.7778,16.0668,6.5900,1.2654,0.5366,0.5630
560,0.140351,0.139276,0.107498,0.851283,49.7802,16.0674,6.5899,1.2655,0.5361,0.5629
561,0.140349,0.139272,0.107762,0.851283,49.7805,16.0680,6.5902,1.2651,0.5359,0.5629
562,0.140346,0.139270,0.107573,0.851308,49.7862,16.0679,6.5898,1.2658,0.5361,0.5629
563,0.140349,0.139273,0.107566,0.851313,49.7838,16.0682,6.5897,1.2654,0.5366,0.5629
564,0.140351,0.139275,0.107675,0.851322,49.7816,16.0689,6.5900,1.2654,0.5364,0.5628
565,0.140341,0.139265,0.107655,0.851295,49.7753,16.0693,6.5903,1.2652,0.5363,0.5627
566,0.140343,0.139266,0.107629,0.851255,49.7784,16.0703,6.5902,1.2653,0.5364,0.5629
567,0.140348,0.139271,0.107638,0.851297,49.7831,16.0710,6.5902,1.2657,0.5363,0.5630
568,0.140345,0.139272,0.107358,0.851313,49.7807,16.0715,6.5906,1.2664,0.5362,0.5628
569,0.140343,0.139266,0.107704,0.851268,49.7819,16.0723,6.5899,1.2662,0.5360,0.5629
570,0.140339,0.139264,0.107496,0.851319,49.7786,16.0727,6.5903,1.2658,0.5363,0.5627
571,0.140350,0.139274,0.107594,0.851310,49.7900,16.0720,6.5907,1.2660,0.5365,0.5628
572,0.140342,0.139265,0.107613,0.851260,49.7748,16.0724,6.5908,1.2659,0.5364,0.5628
573,0.140346,0.139269,0.107712,0.851324,49.7911,16.0723,6.5906,1.2659,0.5365,0.5627
574,0.140343,0.139268,0.107481,0.851310,49.7771,16.0728,6.5907,1.2661,0.5367,0.5627
575,0.140345,0.139269,0.107585,0.851301,49.7902,16.0733,6.5904,1.2656,0.5368,0.5628
576,0.140345,0.139272,0.107304,0.851378,49.7667,16.0737,6.5908,1.2662,0.5370,0.5627
577,0.140342,0.139265,0.107660,0.851271,49.7881,16.0739,6.5911,1.2653,0.5370,0.5629
578,0.140343,0.139267,0.107531,0.851353,49.7747,16.0744,6.5904,1.2654,0.5366,0.5628
579,0.140342,0.139267,0.107477,0.851196,49.7872,16.0746,6.5902,1.2661,0.5364,0.5628
580,0.140344,0.139267,0.107691,0.851329,49.7714,16.0755,6.5904,1.2663,0.5364,0.5627
581,0.140342,0.139266,0.107582,0.851249,49.7890,16.0756,6.5904,1.2664,0.5366,0.5628
582,0.140340,0.139265,0.107530,0.851292,49.7736,16.0766,6.5910,1.2661,0.5372,0.5628
583,0.140340,0.139262,0.107780,0.851245,49.7867,16.0768,6.5906,1.2657,0.5373,0.5628
584,0.140337,0.139263,0.107383,0.851285,49.7758,16.0770,6.5905,1.2660,0.5373,0.5629
585,0.140341,0.139267,0.107404,0.851295,49.7794,16.0771,6.5903,1.2663,0.5373,0.5628
586,0.140337,0.139263,0.107347,0.851271,49.7783,16.0776,6.5905,1.2663,0.5373,0.5629
587,0.140335,0.139261,0.107389,0.851270,49.7839,16.0782,6.5906,1.2666,0.5373,0.5630
588,0.140333,0.139259,0.107347,0.851267,49.7784,16.0786,6.5907,1.2668,0.5372,0.5630
589,0.140341,0.139268,0.107321,0.851293,49.7832,16.0790,6.5911,1.2672,0.5373,0.5630
590,0.140341,0.139267,0.107391,0.851275,49.7837,16.0793,6.5911,1.2673,0.5374,0.5630
591,0.140336,0.139262,0.107374,0.851272,49.7784,16.0795,6.5913,1.2675,0.5373,0.5630
592,0.140336,0.139261,0.107518,0.851259,49.7775,16.0796,6.5914,1.2671,0.5373,0.5629
593,0.140336,0.139263,0.107290,0.851268,49.7787,16.0800,6.5916,1.2673,0.5376,0.5630
594,0.140335,0.139261,0.107413,0.851287,49.7752,16.0801,6.5916,1.2675,0.5375,0.5629
595,0.140336,0.139262,0.107375,0.851297,49.7782,16.0804,6.5916,1.2676,0.5375,0.5629
596,0.140335,0.139261,0.107408,0.851280,49.7808,16.0807,6.5913,1.2677,0.5374,0.5629
597,0.140342,0.139268,0.107348,0.851303,49.7779,16.0810,6.5915,1.2676,0.5372,0.5629
598,0.140334,0.139260,0.107400,0.851263,49.7795,16.0815,6.5913,1.2674,0.5374,0.5630
599,0.140344,0.139270,0.107393,0.851327,49.7832,16.0816,6.5917,1.2673,0.5375,0.5630
600,0.140336,0.139263,0.107327,0.851273,49.7813,16.0819,6.5914,1.2675,0.5376,0.5631
601,0.140332,0.139259,0.107320,0.851280,49.7791,16.0821,6.5916,1.2673,0.5375,0.5631
602,0.140336,0.139263,0.107267,0.851292,49.7825,16.0822,6.5916,1.2675,0.5374,0.5631
603,0.140337,0.139264,0.107332,0.851296,49.7828,16.0826,6.5917,1.2677,0.5375,0.5631
604,0.140339,0.139265,0.107318,0.851308,49.7823,16.0831,6.5919,1.2675,0.5373,0.5630
605,0.140329,0.139255,0.107332,0.851281,49.7736,16.0830,6.5920,1.2675,0.5374,0.5629
606,0.140333,0.139260,0.107296,0.851275,49.7797,16.0827,6.5916,1.2676,0.5376,0.5631
607,0.140338,0.139265,0.107301,0.851319,49.7843,16.0833,6.5914,1.2674,0.5375,0.5631
608,0.140332,0.139260,0.107292,0.851281,49.7750,16.0835,6.5912,1.2677,0.5376,0.5630
609,0.140335,0.139261,0.107429,0.851280,49.7803,16.0839,6.5913,1.2677,0.5377,0.5630
610,0.140326,0.139254,0.107282,0.851244,49.7727,16.0844,6.5915,1.2680,0.5377,0.5630
611,0.140336,0.139261,0.107452,0.851294,49.7772,16.0844,6.5913,1.2677,0.5377,0.5630
612,0.140334,0.139260,0.107341,0.851252,49.7772,16.0845,6.5916,1.2677,0.5377,0.5630
613,0.140343,0.139268,0.107497,0.851304,49.7822,16.0848,6.5911,1.2676,0.5374,0.5630
614,0.140329,0.139256,0.107358,0.851290,49.7746,16.0851,6.5911,1.2678,0.5375,0.5629
615,0.140335,0.139262,0.107289,0.851266,49.7748,16.0855,6.5912,1.2677,0.5375,0.5629
616,0.140334,0.139260,0.107371,0.851307,49.7791,16.0860,6.5912,1.2679,0.5374,0.5629
617,0.140336,0.139263,0.107276,0.851315,49.7836,16.0865,6.5912,1.2678,0.5376,0.5630
618,0.140334,0.139260,0.107422,0.851283,49.7754,16.0865,6.5914,1.2673,0.5376,0.5629
619,0.140336,0.139263,0.107260,0.851294,49.7862,16.0865,6.5914,1.2673,0.5378,0.5631
620,0.140335,0.139261,0.107368,0.851300,49.7795,16.0865,6.5913,1.2675,0.5376,0.5630
621,0.140338,0.139265,0.107321,0.851298,49.7812,16.0869,6.5911,1.2676,0.5376,0.5630
622,0.140332,0.139260,0.107230,0.851299,49.7864,16.0874,6.5913,1.2678,0.5377,0.5629
623,0.140335,0.139262,0.107302,0.851270,49.7785,16.0877,6.5912,1.2675,0.5377,0.5629
624,0.140327,0.139254,0.107365,0.851289,49.7783,16.0880,6.5913,1.2676,0.5376,0.5630
625,0.140334,0.139262,0.107161,0.851301,49.7708,16.0879,6.5912,1.2677,0.5379,0.5629
626,0.140336,0.139261,0.107541,0.851296,49.7801,16.0882,6.5907,1.2672,0.5378,0.5629
627,0.140335,0.139262,0.107276,0.851277,49.7743,16.0885,6.5907,1.2671,0.5379,0.5630
628,0.140333,0.139259,0.107391,0.851283,49.7864,16.0879,6.5908,1.2674,0.5377,0.5629
629,0.140335,0.139261,0.107356,0.851273,49.7752,16.0884,6.5908,1.2673,0.5378,0.5629
630,0.140330,0.139257,0.107291,0.851266,49.7895,16.0886,6.5910,1.2677,0.5378,0.5630
631,0.140336,0.139263,0.107302,0.851297,49.7753,16.0886,6.5913,1.2678,0.5380,0.5629
632,0.140336,0.139263,0.107381,0.851280,49.7942,16.0889,6.5909,1.2679,0.5379,0.5629
633,0.140331,0.139258,0.107297,0.851288,49.7681,16.0896,6.5911,1.2679,0.5379,0.5628
634,0.140328,0.139255,0.107359,0.851252,49.7883,16.0893,6.5909,1.2679,0.5379,0.5629
635,0.140337,0.139264,0.107333,0.851295,49.7725,16.0899,6.5911,1.2678,0.5379,0.5629
636,0.140338,0.139265,0.107306,0.851313,49.7859,16.0899,6.5910,1.2678,0.5380,0.5628
637,0.140335,0.139261,0.107369,0.851301,49.7793,16.0900,6.5909,1.2677,0.5380,0.5629
638,0.140333,0.139261,0.107241,0.851295,49.7799,16.0902,6.5910,1.2678,0.5380,0.5629
639,0.140326,0.139254,0.107166,0.851267,49.7718,16.0905,6.5910,1.2680,0.5380,0.5629
640,0.140332,0.139260,0.107223,0.851282,49.7804,16.0906,6.5909,1.2681,0.5378,0.5629
641,0.140327,0.139255,0.107198,0.851267,49.7774,16.0910,6.5910,1.2682,0.5379,0.5629
642,0.140334,0.139262,0.107199,0.851293,49.7825,16.0912,6.5911,1.2681,0.5379,0.5629
643,0.140326,0.139254,0.107225,0.851287,49.7761,16.0913,6.5911,1.2684,0.5379,0.5629
644,0.140328,0.139256,0.107200,0.851270,49.7781,16.0916,6.5911,1.2684,0.5379,0.5629
645,0.140333,0.139261,0.107206,0.851296,49.7776,16.0918,6.5912,1.2681,0.5380,0.5629
646,0.140328,0.139256,0.107222,0.851268,49.7804,16.0918,6.5913,1.2683,0.5380,0.5629
647,0.140338,0.139266,0.107195,0.851325,49.7890,16.0920,6.5912,1.2682,0.5380,0.5629
648,0.140328,0.139257,0.107163,0.851271,49.7771,16.0922,6.5913,1.2683,0.5381,0.5629
649,0.140324,0.139252,0.107267,0.851257,49.7752,16.0922,6.5913,1.2683,0.5380,0.5629
650,0.140333,0.139262,0.107157,0.851301,49.7795,16.0922,6.5914,1.2684,0.5379,0.5629
651,0.140338,0.139266,0.107223,0.851320,49.7830,16.0920,6.5911,1.2685,0.5379,0.5629
652,0.140334,0.139262,0.107190,0.851301,49.7804,16.0924,6.5911,1.2684,0.5379,0.5629
653,0.140335,0.139263,0.107254,0.851304,49.7844,16.0925,6.5912,1.2683,0.5379,0.5629
654,0.140331,0.139259,0.107209,0.851264,49.7780,16.0928,6.5911,1.2684,0.5380,0.5629
655,0.140326,0.139254,0.107220,0.851259,49.7781,16.0930,6.5913,1.2683,0.5381,0.5629
656,0.140329,0.139256,0.107237,0.851270,49.7832,16.0930,6.5914,1.2684,0.5381,0.5630
657,0.140333,0.139261,0.107227,0.851281,49.7776,16.0932,6.5914,1.2685,0.5379,0.5630
658,0.140331,0.139259,0.107223,0.851293,49.7835,16.0933,6.5915,1.2684,0.5380,0.5629
659,0.140332,0.139260,0.107229,0.851293,49.7821,16.0932,6.5913,1.2684,0.5381,0.5629
660,0.140332,0.139260,0.107236,0.851292,49.7805,16.0935,6.5912,1.2685,0.5381,0.5629
661,0.140327,0.139256,0.107181,0.851263,49.7782,16.0936,6.5912,1.2684,0.5381,0.5629
662,0.140332,0.139260,0.107212,0.851296,49.7801,16.0936,6.5913,1.2684,0.5381,0.5629
663,0.140331,0.139260,0.107162,0.851291,49.7822,16.0938,6.5912,1.2685,0.5381,0.5629
664,0.140330,0.139257,0.107259,0.851275,49.7826,16.0941,6.5912,1.2684,0.5381,0.5629
665,0.140320,0.139248,0.107201,0.851236,49.7721,16.0942,6.5913,1.2684,0.5382,0.5630
666,0.140329,0.139256,0.107230,0.851269,49.7789,16.0943,6.5913,1.2685,0.5381,0.5630
667,0.140328,0.139256,0.107196,0.851286,49.7776,16.0946,6.5913,1.2684,0.5381,0.5630
668,0.140330,0.139258,0.107206,0.851289,49.7806,16.0946,6.5912,1.2684,0.5380,0.5630
669,0.140332,0.139261,0.107121,0.851295,49.7832,16.0946,6.5912,1.2685,0.5381,0.5630
670,0.140324,0.139252,0.107148,0.851278,49.7743,16.0946,6.5913,1.2685,0.5381,0.5629
671,0.140334,0.139263,0.107113,0.851308,49.7829,16.0947,6.5913,1.2686,0.5381,0.5629
672,0.140328,0.139256,0.107142,0.851286,49.7786,16.0949,6.5912,1.2686,0.5381,0.5629
673,0.140334,0.139262,0.107144,0.851295,49.7776,16.0950,6.5912,1.2686,0.5381,0.5630
674,0.140330,0.139258,0.107142,0.851276,49.7860,16.0951,6.5913,1.2686,0.5382,0.5629
675,0.140329,0.139258,0.107151,0.851284,49.7808,16.0952,6.5912,1.2687,0.5382,0.5629
676,0.140330,0.139258,0.107171,0.851278,49.7775,16.0953,6.5912,1.2687,0.5382,0.5629
677,0.140331,0.139259,0.107161,0.851283,49.7786,16.0955,6.5912,1.2688,0.5382,0.5629
678,0.140325,0.139253,0.107166,0.851253,49.7789,16.0955,6.5912,1.2688,0.5382,0.5630
679,0.140332,0.139261,0.107157,0.851298,49.7821,16.0954,6.5912,1.2688,0.5383,0.5630
680,0.140324,0.139252,0.107173,0.851251,49.7805,16.0955,6.5912,1.2687,0.5382,0.5630
681,0.140331,0.139259,0.107133,0.851290,49.7825,16.0956,6.5912,1.2688,0.5383,0.5630
682,0.140325,0.139254,0.107146,0.851264,49.7783,16.0958,6.5912,1.2688,0.5382,0.5630
683,0.140322,0.139250,0.107136,0.851242,49.7769,16.0959,6.5911,1.2689,0.5382,0.5630
684,0.140323,0.139252,0.107137,0.851256,49.7779,16.0961,6.5912,1.2689,0.5382,0.5630
685,0.140329,0.139257,0.107177,0.851281,49.7785,16.0961,6.5911,1.2688,0.5382,0.5630
686,0.140326,0.139255,0.107127,0.851279,49.7796,16.0961,6.5912,1.2688,0.5383,0.5630
687,0.140327,0.139256,0.107150,0.851273,49.7788,16.0962,6.5912,1.2688,0.5383,0.5630
688,0.140326,0.139255,0.107154,0.851273,49.7826,16.0962,6.5912,1.2687,0.5383,0.5630
689,0.140332,0.139260,0.107150,0.851291,49.7817,16.0961,6.5912,1.2688,0.5382,0.5630
690,0.140332,0.139261,0.107136,0.851308,49.7835,16.0962,6.5912,1.2688,0.5382,0.5630
691,0.140327,0.139255,0.107130,0.851258,49.7737,16.0963,6.5912,1.2689,0.5383,0.5630
692,0.140328,0.139256,0.107143,0.851271,49.7793,16.0964,6.5912,1.2689,0.5383,0.5630
693,0.140327,0.139255,0.107158,0.851281,49.7800,16.0965,6.5911,1.2689,0.5383,0.5630
694,0.140324,0.139253,0.107158,0.851263,49.7822,16.0965,6.5911,1.2688,0.5383,0.5630
695,0.140331,0.139259,0.107151,0.851285,49.7789,16.0966,6.5911,1.2688,0.5383,0.5630
696,0.140329,0.139258,0.107163,0.851276,49.7825,16.0967,6.5911,1.2688,0.5382,0.5630
697,0.140327,0.139256,0.107149,0.851278,49.7821,16.0969,6.5911,1.2687,0.5382,0.5630
698,0.140328,0.139256,0.107160,0.851279,49.7799,16.0969,6.5911,1.2689,0.5382,0.5630
699,0.140329,0.139258,0.107134,0.851288,49.7824,16.0969,6.5911,1.2689,0.5382,0.5630
700,0.140322,0.139251,0.107115,0.851247,49.7793,16.0970,6.5911,1.2689,0.5383,0.5630
701,0.140324,0.139253,0.107127,0.851267,49.7818,16.0970,6.5911,1.2689,0.5383,0.5630
702,0.140333,0.139262,0.107125,0.851308,49.7837,16.0970,6.5912,1.2689,0.5383,0.5630
703,0.140325,0.139254,0.107121,0.851267,49.7794,16.0971,6.5912,1.2689,0.5383,0.5630
704,0.140330,0.139258,0.107145,0.851281,49.7783,16.0971,6.5912,1.2690,0.5383,0.5630
705,0.140332,0.139261,0.107125,0.851297,49.7798,16.0972,6.5911,1.2690,0.5383,0.5630
706,0.140331,0.139260,0.107120,0.851291,49.7804,16.0973,6.5912,1.2690,0.5383,0.5630
707,0.140327,0.139255,0.107135,0.851283,49.7828,16.0973,6.5912,1.2690,0.5383,0.5630
708,0.140327,0.139256,0.107128,0.851282,49.7803,16.0974,6.5912,1.2690,0.5383,0.5630
709,0.140323,0.139252,0.107122,0.851259,49.7820,16.0974,6.5912,1.2690,0.5383,0.5630
710,0.140334,0.139263,0.107134,0.851304,49.7806,16.0974,6.5911,1.2690,0.5383,0.5630
711,0.140320,0.139249,0.107130,0.851250,49.7701,16.0975,6.5911,1.2690,0.5383,0.5630
712,0.140330,0.139259,0.107116,0.851295,49.7808,16.0975,6.5911,1.2691,0.5383,0.5630
713,0.140331,0.139260,0.107133,0.851298,49.7838,16.0975,6.5912,1.2690,0.5383,0.5630
714,0.140330,0.139258,0.107118,0.851290,49.7794,16.0975,6.5912,1.2690,0.5384,0.5630
715,0.140327,0.139256,0.107132,0.851285,49.7853,16.0975,6.5911,1.2690,0.5384,0.5630
716,0.140329,0.139257,0.107120,0.851292,49.7825,16.0976,6.5911,1.2690,0.5383,0.5630
717,0.140330,0.139259,0.107119,0.851294,49.7850,16.0976,6.5911,1.2691,0.5384,0.5630
718,0.140324,0.139253,0.107126,0.851256,49.7821,16.0978,6.5912,1.2690,0.5383,0.5630
719,0.140326,0.139255,0.107116,0.851261,49.7788,16.0978,6.5912,1.2691,0.5384,0.5630
720,0.140328,0.139257,0.107118,0.851287,49.7797,16.0979,6.5912,1.2691,0.5384,0.5630
721,0.140321,0.139250,0.107132,0.851235,49.7759,16.0979,6.5911,1.2691,0.5384,0.5630
722,0.140325,0.139254,0.107100,0.851276,49.7802,16.0979,6.5912,1.2691,0.5384,0.5630
723,0.140325,0.139254,0.107123,0.851270,49.7793,16.0979,6.5911,1.2691,0.5384,0.5630
724,0.140328,0.139257,0.107114,0.851270,49.7785,16.0979,6.5911,1.2690,0.5384,0.5630
725,0.140324,0.139253,0.107131,0.851275,49.7827,16.0980,6.5911,1.2690,0.5384,0.5630
726,0.140330,0.139259,0.107117,0.851288,49.7830,16.0980,6.5911,1.2691,0.5384,0.5630
727,0.140328,0.139257,0.107133,0.851285,49.7817,16.0981,6.5911,1.2691,0.5384,0.5630
728,0.140319,0.139248,0.107128,0.851256,49.7716,16.0980,6.5911,1.2691,0.5384,0.5630
729,0.140328,0.139257,0.107130,0.851277,49.7809,16.0980,6.5911,1.2691,0.5384,0.5630
730,0.140325,0.139254,0.107124,0.851267,49.7816,16.0981,6.5911,1.2691,0.5384,0.5630
731,0.140326,0.139255,0.107107,0.851278,49.7820,16.0981,6.5911,1.2691,0.5384,0.5630
732,0.140330,0.139259,0.107114,0.851299,49.7729,16.0981,6.5911,1.2691,0.5384,0.5630
733,0.140326,0.139255,0.107109,0.851272,49.7827,16.0982,6.5911,1.2691,0.5384,0.5630
734,0.140322,0.139251,0.107104,0.851241,49.7762,16.0982,6.5911,1.2691,0.5384,0.5630
735,0.140329,0.139258,0.107121,0.851283,49.7805,16.0982,6.5911,1.2691,0.5384,0.5630
736,0.140318,0.139247,0.107102,0.851248,49.7725,16.0982,6.5911,1.2691,0.5384,0.5630
737,0.140328,0.139257,0.107121,0.851287,49.7803,16.0982,6.5911,1.2691,0.5384,0.5630
738,0.140329,0.139258,0.107113,0.851299,49.7832,16.0982,6.5911,1.2691,0.5384,0.5630
739,0.140329,0.139258,0.107110,0.851278,49.7783,16.0983,6.5911,1.2691,0.5384,0.5630
740,0.140322,0.139251,0.107107,0.851250,49.7789,16.0983,6.5911,1.2691,0.5384,0.5630
741,0.140330,0.139258,0.107117,0.851299,49.7845,16.0983,6.5911,1.2691,0.5384,0.5630
742,0.140331,0.139259,0.107113,0.851304,49.7814,16.0983,6.5911,1.2691,0.5384,0.5630
743,0.140323,0.139252,0.107109,0.851244,49.7761,16.0984,6.5911,1.2691,0.5384,0.5630
744,0.140324,0.139253,0.107104,0.851271,49.7814,16.0984,6.5911,1.2691,0.5384,0.5630
745,0.140321,0.139250,0.107110,0.851242,49.7762,16.0984,6.5911,1.2691,0.5384,0.5630
746,0.140324,0.139253,0.107110,0.851267,49.7787,16.0985,6.5911,1.2691,0.5384,0.5630
747,0.140326,0.139255,0.107111,0.851280,49.7830,16.0985,6.5911,1.2692,0.5384,0.5630
748,0.140329,0.139258,0.107103,0.851291,49.7824,16.0985,6.5911,1.2692,0.5384,0.5630
749,0.140321,0.139250,0.107113,0.851248,49.7779,16.0985,6.5911,1.2691,0.5384,0.5630
750,0.140327,0.139256,0.107104,0.851288,49.7820,16.0985,6.5911,1.2691,0.5384,0.5630
751,0.140330,0.139259,0.107100,0.851302,49.7836,16.0986,6.5911,1.2692,0.5384,0.5630
752,0.140331,0.139260,0.107106,0.851287,49.7839,16.0986,6.5911,1.2692,0.5384,0.5630
753,0.140321,0.139249,0.107109,0.851247,49.7773,16.0986,6.5911,1.2691,0.5384,0.5630
754,0.140331,0.139260,0.107102,0.851296,49.7799,16.0986,6.5911,1.2692,0.5384,0.5630
755,0.140330,0.139259,0.107105,0.851294,49.7810,16.0987,6.5911,1.2692,0.5384,0.5630
756,0.140326,0.139255,0.107105,0.851276,49.7791,16.0987,6.5911,1.2691,0.5384,0.5630
757,0.140326,0.139255,0.107104,0.851282,49.7796,16.0987,6.5911,1.2691,0.5384,0.5630
758,0.140328,0.139257,0.107100,0.851291,49.7822,16.0987,6.5911,1.2692,0.5384,0.5630
759,0.140333,0.139262,0.107108,0.851315,49.7850,16.0987,6.5911,1.2692,0.5384,0.5630
760,0.140326,0.139255,0.107106,0.851267,49.7782,16.0987,6.5911,1.2692,0.5384,0.5630
761,0.140329,0.139257,0.107115,0.851282,49.7828,16.0987,6.5911,1.2692,0.5384,0.5630
762,0.140323,0.139252,0.107101,0.851249,49.7765,16.0988,6.5911,1.2692,0.5384,0.5630
763,0.140325,0.139254,0.107104,0.851262,49.7777,16.0988,6.5911,1.2692,0.5384,0.5630
764,0.140332,0.139261,0.107099,0.851300,49.7795,16.0988,6.5911,1.2692,0.5384,0.5630
765,0.140327,0.139256,0.107099,0.851289,49.7806,16.0988,6.5911,1.2692,0.5384,0.5630
766,0.140330,0.139259,0.107102,0.851286,49.7786,16.0988,6.5911,1.2692,0.5384,0.5630
767,0.140322,0.139251,0.107100,0.851250,49.7795,16.0988,6.5911,1.2692,0.5384,0.5630
768,0.140325,0.139254,0.107103,0.851276,49.7824,16.0988,6.5911,1.2692,0.5384,0.5630
769,0.140325,0.139254,0.107101,0.851271,49.7794,16.0988,6.5911,1.2692,0.5384,0.5630
770,0.140327,0.139256,0.107104,0.851275,49.7807,16.0989,6.5911,1.2692,0.5384,0.5630
771,0.140329,0.139258,0.107103,0.851296,49.7802,16.0989,6.5911,1.2692,0.5384,0.5630
772,0.140329,0.139258,0.107100,0.851302,49.7847,16.0989,6.5911,1.2692,0.5384,0.5630
773,0.140324,0.139253,0.107100,0.851253,49.7769,16.0989,6.5911,1.2692,0.5384,0.5630
774,0.140321,0.139250,0.107104,0.851244,49.7822,16.0989,6.5911,1.2692,0.5384,0.5630
775,0.140327,0.139256,0.107100,0.851284,49.7823,16.0989,6.5911,1.2692,0.5384,0.5630
776,0.140328,0.139257,0.107103,0.851287,49.7827,16.0989,6.5911,1.2692,0.5384,0.5630
777,0.140329,0.139258,0.107102,0.851293,49.7838,16.0989,6.5911,1.2692,0.5384,0.5630
778,0.140325,0.139254,0.107103,0.851251,49.7783,16.0990,6.5911,1.2692,0.5384,0.5630
779,0.140333,0.139262,0.107099,0.851317,49.7809,16.0990,6.5911,1.2692,0.5384,0.5630
780,0.140322,0.139251,0.107102,0.851244,49.7804,16.0990,6.5911,1.2692,0.5384,0.5630
781,0.140327,0.139256,0.107103,0.851288,49.7851,16.0990,6.5911,1.2692,0.5384,0.5630
782,0.140327,0.139256,0.107100,0.851282,49.7806,16.0990,6.5911,1.2692,0.5384,0.5630
783,0.140321,0.139250,0.107103,0.851250,49.7703,16.0990,6.5911,1.2692,0.5384,0.5630
784,0.140327,0.139256,0.107099,0.851272,49.7806,16.0990,6.5911,1.2692,0.5384,0.5630
785,0.140326,0.139255,0.107098,0.851279,49.7822,16.0990,6.5911,1.2692,0.5384,0.5630
786,0.140329,0.139258,0.107102,0.851293,49.7802,16.0990,6.5911,1.2692,0.5384,0.5630
787,0.140327,0.139256,0.107102,0.851277,49.7811,16.0991,6.5911,1.2692,0.5384,0.5630
788,0.140330,0.139259,0.107098,0.851296,49.7796,16.0991,6.5911,1.2692,0.5384,0.5630
789,0.140330,0.139259,0.107103,0.851296,49.7822,16.0991,6.5911,1.2692,0.5384,0.5630
790,0.140325,0.139254,0.107099,0.851268,49.7792,16.0991,6.5911,1.2692,0.5384,0.5630
